id,displayName,biome,category,completionType,prefabName,globalKey
item.trophyseekerqueen,The Queen Trophy,Mistlands,Trophies,ItemCollected,TrophySeekerQueen,
item.trophyserpent,Serpent Trophy,Ocean,Trophies,ItemCollected,TrophySerpent,
item.trophysgolem,Stone Golem Trophy,Mountain,Trophies,ItemCollected,TrophySGolem,
item.trophyskeleton,Skeleton Trophy,BlackForest,Trophies,ItemCollected,TrophySkeleton,
item.trophyskeletonhildir,Brenna Trophy,BlackForest,Trophies,ItemCollected,TrophySkeletonHildir,
item.trophyskeletonpoison,Rancid Remains Trophy,BlackForest,Trophies,ItemCollected,TrophySkeletonPoison,
item.trophysurtling,Surtling Trophy,Swamp,Trophies,ItemCollected,TrophySurtling,
item.trophytheelder,The Elder Trophy,BlackForest,Trophies,ItemCollected,TrophyTheElder,
item.trophytick,Tick Trophy,Mistlands,Trophies,ItemCollected,TrophyTick,
item.trophyulv,Ulv Trophy,Mountain,Trophies,ItemCollected,TrophyUlv,
item.trophyvolture,Volture Trophy,Ashlands,Trophies,ItemCollected,TrophyVolture,
item.trophywolf,Wolf Trophy,Mountain,Trophies,ItemCollected,TrophyWolf,
item.trophywraith,Wraith Trophy,Swamp,Trophies,ItemCollected,TrophyWraith,
item.turnip,Turnip,Swamp,Materials,ItemCollected,Turnip,
item.turnipseeds,Turnip Seeds,Swamp,Materials,ItemCollected,TurnipSeeds,
item.turnipstew,Turnip Stew,Swamp,Food,ItemCollected,TurnipStew,
item.turretbolt,Black Metal Missile,Mistlands,Weapons,ItemCollected,TurretBolt,
item.turretboltflametal,Flametal Missile,Ashlands,Weapons,ItemCollected,TurretBoltFlametal,
item.turretboltwood,Wooden Missile,Mistlands,Weapons,ItemCollected,TurretBoltWood,
item.undeadbjornribcage,Vile Ribcage,Plains,Materials,ItemCollected,UndeadBjornRibcage,
item.frosted_sweetbread,Frosted Sweetbread,Plains,Food,ItemCollected,VikingCupcake,
item.frosted_sweetbread_uncooked,Unbaked Sweetbread,Plains,Materials,ItemCollected,VikingCupcakeUncooked,
item.vineberry,Vineberry Cluster,Ashlands,Food,ItemCollected,Vineberry,
item.vineberryseeds,Vineberry Seeds,Ashlands,Materials,ItemCollected,VineberrySeeds,
item.vinegreenseeds,Ivy Seeds,Swamp,BogWitch,ItemCollected,VineGreenSeeds,
item.voltureegg,Volture Egg,Ashlands,Items,ItemCollected,VoltureEgg,
item.volturemeat,Volture Meat,Ashlands,Materials,ItemCollected,VoltureMeat,
item.wishbone,Wishbone,Swamp,Tools,ItemCollected,Wishbone,
item.wisp,Wisp,Mistlands,Materials,ItemCollected,Wisp,
item.witheredbone,Withered Bone,Swamp,Materials,ItemCollected,WitheredBone,
item.wolfclaw,Fenris Claw,Mountain,Materials,ItemCollected,WolfClaw,
item.wolffang,Wolf Fang,Mountain,Materials,ItemCollected,WolfFang,
item.wolfhairbundle,Fenris Hair,Mountain,Materials,ItemCollected,WolfHairBundle,
item.wolfjerky,Wolf Jerky,Mountain,Food,ItemCollected,WolfJerky,
item.wolfmeat,Wolf Meat,Mountain,Materials,ItemCollected,WolfMeat,
item.wolfmeatskewer,Wolf Skewer,Mountain,Food,ItemCollected,WolfMeatSkewer,
item.wolfpelt,Wolf Pelt,Mountain,Materials,ItemCollected,WolfPelt,
item.wood,Wood,Meadows,Materials,ItemCollected,Wood,
item.yagluthdrop,Torn Spirit,Plains,Items,ItemCollected,YagluthDrop,
item.yggdrasilporridge,Yggdrasil Porridge,Mistlands,Food,ItemCollected,YggdrasilPorridge,
item.yggdrasilwood,Yggdrasil Wood,Mistlands,Materials,ItemCollected,YggdrasilWood,
item.ymirremains,Ymir Flesh,Swamp,Haldor,ItemCollected,YmirRemains,
