PrefabName,NameToken,ItemType,MaxStack,Weight,Biome,ChecklistCategory,IncludeInChecklist
TrophyHatchling,$item_trophy_hatchling,Trophy,20,2,Mountain,Trophies,TRUE
TrophyLeech,$item_trophy_leech,Trophy,20,2,Swamp,Trophies,TRUE
TrophyLox,$item_trophy_lox,Trophy,20,2,Plains,Trophies,TRUE
TrophyMorgen,$item_trophy_morgen,Trophy,20,0.5,Ashlands,Trophies,TRUE
TrophyNeck,$item_trophy_neck,Trophy,20,0.5,Meadows,Trophies,TRUE
TrophySeeker,$item_trophy_seeker,Trophy,20,2,Mistlands,Trophies,TRUE
TrophySeekerBrute,$item_trophy_seeker_brute,Trophy,20,2,Mistlands,Trophies,TRUE
TrophySeekerQueen,$item_trophy_seekerqueen,Trophy,20,2,Mistlands,Trophies,TRUE
TrophySerpent,$item_trophy_serpent,Trophy,20,25,Ocean,Trophies,TRUE
TrophySGolem,$item_trophy_sgolem,Trophy,20,2,Mountain,Trophies,TRUE
TrophySkeleton,$item_trophy_skeleton,Trophy,20,0.5,BlackForest,Trophies,TRUE
TrophySkeletonHildir,$item_trophy_skeleton_hildir,Trophy,20,0.5,BlackForest,Trophies,TRUE
TrophySkeletonPoison,$item_trophy_skeletonpoison,Trophy,20,0.5,Swamp,Trophies,TRUE
TrophySurtling,$item_trophy_surtling,Trophy,20,1,Swamp,Trophies,TRUE
TrophyTheElder,$item_trophy_elder,Trophy,20,4,BlackForest,Trophies,TRUE
TrophyTick,$item_trophy_tick,Trophy,20,2,Mistlands,Trophies,TRUE
TrophyUlv,$item_trophy_ulv,Trophy,20,1.5,Mountain,Trophies,TRUE
TrophyVolture,$item_trophy_volture,Trophy,20,2,Ashlands,Trophies,TRUE
TrophyWolf,$item_trophy_wolf,Trophy,20,1.5,Mountain,Trophies,TRUE
TrophyWraith,$item_trophy_wraith,Trophy,20,1,Swamp,Trophies,TRUE
Turnip,$item_turnip,Material,50,0.3,Swamp,Materials,TRUE
TurnipSeeds,$item_turnipseeds,Material,100,0.1,Swamp,Materials,TRUE
TurnipStew,$item_turnipstew,Consumable,10,1,Swamp,Food,TRUE
TurretBolt,$item_turretbolt,AmmoNonEquipable,100,0.5,Mistlands,Weapons,TRUE
TurretBoltBone,$item_turretboltbone,AmmoNonEquipable,100,0.5,Mistlands,Weapons,TRUE
TurretBoltFlametal,$item_turretbolt_flametal,AmmoNonEquipable,100,0.5,Ashlands,Weapons,TRUE
TurretBoltWood,$item_turretboltwood,AmmoNonEquipable,100,0.5,Meadows,Weapons,TRUE
UndeadBjornRibcage,$item_UndeadBjornRibcage,Material,50,5,BlackForest,Materials,TRUE
Frosted Sweetbread,$item_vikingcupcake,Consumable,10,1,Plains,Food,TRUE
Frosted Sweetbread Uncooked,$item_vikingcupcake_uncooked,Material,10,1,Plains,Materials,TRUE
Vineberry,$item_vineberry,Consumable,50,0.1,Ashlands,Food,TRUE
VineberrySeeds,$item_vineberryseeds,Material,100,0.1,Ashlands,Materials,TRUE
VineGreenSeeds,$item_vinegreenseeds,Material,100,0.1,Ashlands,Materials,TRUE
VoltureEgg,$item_voltureegg,Misc,20,1,Ashlands,Items,TRUE
VoltureMeat,$item_volture_meat,Material,20,1,Ashlands,Materials,TRUE
Wishbone,$item_wishbone,Utility,1,0.1,Swamp,Tools,TRUE
Wisp,$item_wisp,Material,50,0.5,Mistlands,Materials,TRUE
WitheredBone,$item_witheredbone,Material,30,1,Swamp,Materials,TRUE
WolfClaw,$item_wolfclaw,Material,20,0.5,Mountain,Materials,TRUE
WolfFang,$item_wolffang,Material,50,0.1,Mountain,Materials,TRUE
WolfHairBundle,$item_wolfhairbundle,Material,50,1,Mountain,Materials,TRUE
WolfJerky,$item_wolfjerky,Consumable,20,0.5,Mountain,Food,TRUE
WolfMeat,$item_wolf_meat,Material,20,1,Mountain,Materials,TRUE
WolfMeatSkewer,$item_wolf_skewer,Consumable,20,0.5,Mountain,Food,TRUE
WolfPelt,$item_wolfpelt,Material,50,1,Mountain,Materials,TRUE
Wood,$item_wood,Material,50,2,Meadows,Materials,TRUE
YagluthDrop,$item_yagluththing,Misc,30,1,Plains,Items,TRUE
YggdrasilPorridge,$item_yggdrasilporridge,Consumable,10,1,Mistlands,Food,TRUE
YggdrasilWood,$item_yggdrasilwood,Material,50,2,Mistlands,Materials,TRUE
YmirRemains,$item_ymirremains,Material,50,0.3,Global,Materials,TRUE
